Heartbeat,Hours_Worked,Weather,Location,Recommendation
95,6,Sunny,Urban,Public Interaction
84,6,Sunny,Suburban,Meditation
86,13,Snowy,Rural,Meditation
77,9,Rainy,Rural,Walk
68,13,Rainy,Rural,Walk
51,13,Snowy,Urban,Public Interaction
60,12,Sunny,Suburban,Meditation
104,4,Cloudy,Urban,Public Interaction
60,13,Sunny,Suburban,Meditation
86,13,Sunny,Suburban,Meditation
75,5,Sunny,Rural,Meditation
66,9,Sunny,Urban,Public Interaction
87,6,Sunny,Suburban,Meditation
78,7,Sunny,Urban,Public Interaction
101,12,Rainy,Urban,Public Interaction
102,5,Sunny,Rural,Meditation
75,7,Cloudy,Rural,Meditation
58,4,Cloudy,Rural,Meditation
93,5,Sunny,Rural,Meditation
82,6,Sunny,Urban,Public Interaction
98,7,Sunny,Suburban,Meditation
58,8,Cloudy,Urban,Public Interaction
89,6,Rainy,Suburban,Walk
60,4,Sunny,Urban,Public Interaction
105,11,Rainy,Suburban,Walk
54,10,Sunny,Suburban,Meditation
80,4,Sunny,Urban,Public Interaction
50,11,Cloudy,Suburban,Meditation
95,6,Sunny,Suburban,Meditation
89,9,Sunny,Rural,Meditation
59,11,Sunny,Urban,Public Interaction
75,10,Rainy,Suburban,Walk
61,4,Sunny,Urban,Public Interaction
63,12,Sunny,Rural,Meditation
91,11,Sunny,Urban,Public Interaction
59,5,Sunny,Rural,Meditation
89,9,Rainy,Urban,Public Interaction
56,9,Rainy,Urban,Public Interaction
67,13,Sunny,Urban,Public Interaction
89,10,Sunny,Urban,Public Interaction
59,8,Sunny,Urban,Public Interaction
66,9,Sunny,Rural,Meditation
107,12,Cloudy,Rural,Reflection
67,7,Rainy,Rural,Walk
87,6,Sunny,Suburban,Meditation
64,12,Snowy,Suburban,Meditation
52,10,Sunny,Urban,Public Interaction
61,7,Sunny,Suburban,Meditation
62,9,Cloudy,Suburban,Meditation
51,7,Sunny,Suburban,Meditation
56,4,Snowy,Urban,Public Interaction
108,4,Sunny,Suburban,Meditation
74,7,Rainy,Rural,Walk
95,8,Sunny,Suburban,Meditation
106,10,Rainy,Rural,Walk
90,12,Sunny,Urban,Public Interaction
71,5,Rainy,Rural,Walk
95,5,Sunny,Suburban,Meditation
59,4,Sunny,Urban,Public Interaction
102,11,Sunny,Rural,Reflection
72,10,Cloudy,Urban,Public Interaction
99,5,Sunny,Urban,Public Interaction
106,7,Snowy,Urban,Public Interaction
54,5,Sunny,Urban,Public Interaction
60,7,Cloudy,Rural,Meditation
86,6,Snowy,Suburban,Meditation
83,5,Sunny,Urban,Public Interaction
67,11,Sunny,Rural,Meditation
78,11,Rainy,Suburban,Walk
94,7,Snowy,Suburban,Meditation
64,4,Rainy,Urban,Public Interaction
95,5,Rainy,Suburban,Walk
84,8,Rainy,Urban,Public Interaction
95,6,Sunny,Urban,Public Interaction
61,13,Cloudy,Suburban,Meditation
51,8,Snowy,Suburban,Meditation
63,12,Sunny,Suburban,Meditation
74,12,Rainy,Urban,Public Interaction
67,5,Sunny,Suburban,Meditation
86,13,Snowy,Suburban,Meditation
80,7,Rainy,Rural,Walk
77,5,Rainy,Suburban,Walk
69,5,Rainy,Urban,Public Interaction
71,4,Sunny,Urban,Public Interaction
63,5,Snowy,Urban,Public Interaction
100,10,Sunny,Rural,Meditation
73,5,Sunny,Urban,Public Interaction
68,7,Rainy,Suburban,Walk
54,9,Sunny,Urban,Public Interaction
87,12,Cloudy,Rural,Meditation
73,8,Sunny,Suburban,Meditation
78,6,Sunny,Urban,Public Interaction
56,12,Sunny,Suburban,Meditation
66,11,Sunny,Suburban,Meditation
78,10,Cloudy,Urban,Public Interaction
77,11,Sunny,Rural,Meditation
98,13,Sunny,Rural,Reflection
85,10,Cloudy,Rural,Meditation
97,7,Sunny,Urban,Public Interaction
90,9,Sunny,Suburban,Meditation
89,10,Sunny,Suburban,Meditation
67,11,Sunny,Rural,Meditation
109,8,Rainy,Rural,Walk
91,10,Sunny,Urban,Public Interaction
52,8,Sunny,Suburban,Meditation
83,12,Cloudy,Urban,Public Interaction
95,12,Rainy,Urban,Public Interaction
99,9,Rainy,Urban,Public Interaction
98,8,Sunny,Rural,Meditation
55,9,Sunny,Urban,Public Interaction
107,12,Sunny,Urban,Public Interaction
78,12,Sunny,Urban,Public Interaction
83,7,Sunny,Urban,Public Interaction
104,12,Sunny,Suburban,Reflection
71,12,Cloudy,Suburban,Meditation
95,12,Rainy,Suburban,Walk
97,5,Rainy,Suburban,Walk
102,12,Cloudy,Urban,Public Interaction
66,6,Rainy,Suburban,Walk
97,11,Sunny,Suburban,Reflection
88,6,Sunny,Suburban,Meditation
66,8,Sunny,Suburban,Meditation
71,7,Rainy,Suburban,Walk
105,9,Sunny,Urban,Public Interaction
67,7,Sunny,Rural,Meditation
82,10,Sunny,Urban,Public Interaction
64,11,Cloudy,Urban,Public Interaction
53,7,Sunny,Urban,Public Interaction
85,8,Sunny,Suburban,Meditation
57,13,Sunny,Urban,Public Interaction
106,11,Sunny,Urban,Public Interaction
109,10,Cloudy,Urban,Public Interaction
103,12,Sunny,Rural,Reflection
62,8,Sunny,Suburban,Meditation
90,4,Sunny,Rural,Meditation
107,9,Sunny,Rural,Meditation
86,11,Sunny,Urban,Public Interaction
85,4,Sunny,Urban,Public Interaction
51,10,Cloudy,Suburban,Meditation
73,8,Sunny,Suburban,Meditation
70,10,Sunny,Urban,Public Interaction
72,7,Snowy,Rural,Meditation
75,11,Sunny,Urban,Public Interaction
79,6,Sunny,Urban,Public Interaction
51,5,Sunny,Urban,Public Interaction
65,13,Sunny,Urban,Public Interaction
50,6,Sunny,Urban,Public Interaction
97,5,Sunny,Rural,Meditation
89,11,Rainy,Urban,Public Interaction
59,5,Sunny,Rural,Meditation
80,10,Sunny,Suburban,Meditation
72,4,Cloudy,Urban,Public Interaction
86,6,Sunny,Rural,Meditation
71,8,Sunny,Urban,Public Interaction
85,8,Cloudy,Suburban,Meditation
54,7,Sunny,Rural,Meditation
76,4,Sunny,Rural,Meditation
59,5,Snowy,Suburban,Meditation
84,6,Sunny,Urban,Public Interaction
97,7,Sunny,Rural,Meditation
56,9,Sunny,Rural,Meditation
70,4,Cloudy,Urban,Public Interaction
91,6,Cloudy,Urban,Public Interaction
72,11,Cloudy,Urban,Public Interaction
55,12,Sunny,Urban,Public Interaction
85,4,Sunny,Urban,Public Interaction
73,7,Snowy,Rural,Meditation
67,4,Cloudy,Suburban,Meditation
90,8,Sunny,Rural,Meditation
89,7,Sunny,Urban,Public Interaction
77,4,Rainy,Suburban,Walk
72,10,Sunny,Suburban,Meditation
90,12,Cloudy,Suburban,Meditation
76,9,Snowy,Urban,Public Interaction
63,5,Sunny,Suburban,Meditation
54,8,Rainy,Suburban,Walk
63,7,Snowy,Suburban,Meditation
57,4,Sunny,Rural,Meditation
61,13,Rainy,Rural,Walk
60,5,Sunny,Suburban,Meditation
84,5,Sunny,Suburban,Meditation
81,4,Sunny,Rural,Meditation
67,12,Cloudy,Rural,Meditation
76,4,Sunny,Rural,Meditation
104,12,Sunny,Urban,Public Interaction
68,6,Cloudy,Urban,Public Interaction
59,11,Sunny,Suburban,Meditation
53,4,Cloudy,Rural,Meditation
78,4,Snowy,Suburban,Meditation
59,8,Sunny,Rural,Meditation
54,8,Rainy,Rural,Walk
81,12,Cloudy,Rural,Meditation
109,9,Sunny,Urban,Public Interaction
81,9,Rainy,Rural,Walk
93,10,Sunny,Urban,Public Interaction
82,7,Rainy,Suburban,Walk
65,4,Sunny,Rural,Meditation
98,4,Rainy,Rural,Walk
73,7,Sunny,Rural,Meditation
57,12,Rainy,Rural,Walk
85,9,Sunny,Urban,Public Interaction
64,5,Snowy,Suburban,Meditation
102,10,Snowy,Urban,Public Interaction
63,8,Cloudy,Rural,Meditation
96,10,Rainy,Suburban,Walk
53,11,Rainy,Rural,Walk
102,4,Cloudy,Rural,Meditation
104,10,Rainy,Rural,Walk
87,10,Sunny,Urban,Public Interaction
94,11,Snowy,Suburban,Reflection
97,7,Sunny,Urban,Public Interaction
71,10,Rainy,Rural,Walk
93,12,Sunny,Urban,Public Interaction
66,11,Cloudy,Rural,Meditation
85,4,Sunny,Rural,Meditation
69,8,Snowy,Rural,Meditation
57,6,Sunny,Rural,Meditation
88,12,Sunny,Suburban,Meditation
74,4,Sunny,Suburban,Meditation
67,5,Sunny,Rural,Meditation
85,4,Rainy,Rural,Walk
77,5,Sunny,Rural,Meditation
106,10,Cloudy,Rural,Meditation
97,6,Cloudy,Suburban,Meditation
78,9,Sunny,Urban,Public Interaction
82,5,Cloudy,Suburban,Meditation
97,11,Rainy,Rural,Walk
78,5,Sunny,Urban,Public Interaction
109,6,Cloudy,Urban,Public Interaction
69,9,Rainy,Urban,Public Interaction
57,9,Cloudy,Urban,Public Interaction
71,13,Rainy,Urban,Public Interaction
71,12,Rainy,Urban,Public Interaction
62,12,Sunny,Urban,Public Interaction
52,7,Cloudy,Suburban,Meditation
91,8,Sunny,Urban,Public Interaction
74,4,Sunny,Urban,Public Interaction
50,4,Cloudy,Suburban,Meditation
65,4,Snowy,Urban,Public Interaction
59,8,Sunny,Rural,Meditation
52,5,Sunny,Urban,Public Interaction
52,8,Rainy,Rural,Walk
78,5,Sunny,Rural,Meditation
89,9,Sunny,Rural,Meditation
107,12,Sunny,Rural,Reflection
65,8,Cloudy,Suburban,Meditation
88,13,Sunny,Suburban,Meditation
80,7,Rainy,Rural,Walk
70,8,Cloudy,Urban,Public Interaction
52,11,Sunny,Rural,Meditation
101,13,Sunny,Rural,Reflection
102,9,Sunny,Suburban,Meditation
63,13,Sunny,Suburban,Meditation
54,6,Sunny,Rural,Meditation
104,6,Sunny,Rural,Meditation
95,9,Sunny,Urban,Public Interaction
89,6,Sunny,Suburban,Meditation
100,10,Sunny,Urban,Public Interaction
87,12,Cloudy,Rural,Meditation
55,9,Rainy,Rural,Walk
80,9,Sunny,Urban,Public Interaction
91,7,Cloudy,Rural,Meditation
57,10,Rainy,Rural,Walk
75,9,Sunny,Suburban,Meditation
94,5,Sunny,Rural,Meditation
99,6,Snowy,Urban,Public Interaction
67,6,Sunny,Rural,Meditation
93,10,Cloudy,Suburban,Meditation
50,7,Sunny,Suburban,Meditation
82,7,Sunny,Suburban,Meditation
60,8,Cloudy,Rural,Meditation
55,9,Rainy,Suburban,Walk
97,8,Cloudy,Suburban,Meditation
57,11,Sunny,Urban,Public Interaction
96,11,Sunny,Rural,Reflection
89,9,Rainy,Urban,Public Interaction
104,11,Sunny,Rural,Reflection
82,10,Sunny,Suburban,Meditation
104,6,Sunny,Urban,Public Interaction
107,13,Sunny,Rural,Reflection
89,9,Rainy,Urban,Public Interaction
109,6,Sunny,Suburban,Meditation
88,10,Rainy,Urban,Public Interaction
59,12,Cloudy,Urban,Public Interaction
59,13,Sunny,Rural,Meditation
108,8,Cloudy,Rural,Meditation
73,8,Rainy,Urban,Public Interaction
91,11,Cloudy,Urban,Public Interaction
87,5,Rainy,Suburban,Walk
102,7,Sunny,Urban,Public Interaction
56,10,Cloudy,Rural,Meditation
90,10,Sunny,Urban,Public Interaction
62,11,Cloudy,Suburban,Meditation
104,11,Snowy,Urban,Public Interaction
94,8,Sunny,Rural,Meditation
107,6,Cloudy,Urban,Public Interaction
99,11,Sunny,Urban,Public Interaction
107,13,Snowy,Rural,Reflection
66,11,Sunny,Urban,Public Interaction
102,10,Sunny,Rural,Meditation
97,8,Sunny,Suburban,Meditation
108,8,Sunny,Urban,Public Interaction
82,9,Rainy,Urban,Public Interaction
59,7,Sunny,Rural,Meditation
99,11,Rainy,Urban,Public Interaction
97,5,Cloudy,Rural,Meditation
65,6,Sunny,Suburban,Meditation
98,5,Sunny,Urban,Public Interaction
106,8,Cloudy,Urban,Public Interaction
90,10,Cloudy,Urban,Public Interaction
83,7,Rainy,Urban,Public Interaction
84,8,Cloudy,Rural,Meditation
50,10,Sunny,Rural,Meditation
109,7,Sunny,Urban,Public Interaction
107,12,Cloudy,Rural,Reflection
57,8,Sunny,Suburban,Meditation
77,4,Sunny,Rural,Meditation
62,11,Sunny,Urban,Public Interaction
108,10,Sunny,Rural,Meditation
95,6,Sunny,Urban,Public Interaction
68,6,Sunny,Rural,Meditation
84,11,Sunny,Rural,Meditation
89,5,Rainy,Rural,Walk
80,9,Sunny,Rural,Meditation
59,4,Cloudy,Rural,Meditation
50,10,Sunny,Urban,Public Interaction
104,8,Sunny,Rural,Meditation
89,6,Rainy,Suburban,Walk
81,11,Cloudy,Suburban,Meditation
95,10,Sunny,Rural,Meditation
69,11,Sunny,Suburban,Meditation
77,11,Cloudy,Suburban,Meditation
101,5,Rainy,Urban,Public Interaction
99,7,Sunny,Suburban,Meditation
98,6,Rainy,Rural,Walk
105,10,Sunny,Rural,Meditation
82,6,Sunny,Suburban,Meditation
64,7,Sunny,Suburban,Meditation
85,10,Rainy,Suburban,Walk
86,6,Rainy,Rural,Walk
75,10,Cloudy,Suburban,Meditation
105,12,Rainy,Urban,Public Interaction
104,4,Cloudy,Urban,Public Interaction
65,11,Sunny,Suburban,Meditation
79,12,Rainy,Suburban,Walk
73,13,Sunny,Urban,Public Interaction
104,10,Rainy,Rural,Walk
66,4,Sunny,Suburban,Meditation
68,12,Snowy,Urban,Public Interaction
56,4,Sunny,Rural,Meditation
76,11,Rainy,Urban,Public Interaction
94,8,Sunny,Suburban,Meditation
98,11,Sunny,Rural,Reflection
105,9,Sunny,Urban,Public Interaction
77,10,Sunny,Urban,Public Interaction
105,5,Rainy,Urban,Public Interaction
71,12,Rainy,Rural,Walk
56,10,Sunny,Suburban,Meditation
71,9,Sunny,Suburban,Meditation
103,5,Snowy,Rural,Meditation
59,7,Rainy,Suburban,Walk
58,7,Sunny,Suburban,Meditation
91,8,Snowy,Rural,Meditation
103,12,Cloudy,Urban,Public Interaction
75,8,Rainy,Suburban,Walk
59,11,Snowy,Urban,Public Interaction
88,11,Cloudy,Urban,Public Interaction
69,12,Snowy,Rural,Meditation
107,9,Rainy,Urban,Public Interaction
102,11,Sunny,Urban,Public Interaction
54,13,Sunny,Rural,Meditation
106,9,Sunny,Urban,Public Interaction
97,9,Rainy,Rural,Walk
51,5,Rainy,Rural,Walk
84,10,Cloudy,Suburban,Meditation
76,10,Rainy,Rural,Walk
55,12,Rainy,Urban,Public Interaction
95,11,Sunny,Rural,Reflection
92,7,Sunny,Suburban,Meditation
106,13,Sunny,Suburban,Reflection
73,5,Sunny,Suburban,Meditation
71,7,Sunny,Urban,Public Interaction
93,10,Rainy,Suburban,Walk
57,12,Sunny,Rural,Meditation
109,12,Rainy,Suburban,Walk
94,7,Rainy,Suburban,Walk
85,4,Sunny,Rural,Meditation
95,4,Snowy,Rural,Meditation
89,8,Sunny,Rural,Meditation
73,6,Cloudy,Suburban,Meditation
51,5,Sunny,Suburban,Meditation
68,5,Cloudy,Urban,Public Interaction
56,11,Cloudy,Urban,Public Interaction
91,4,Sunny,Suburban,Meditation
91,12,Sunny,Urban,Public Interaction
101,13,Sunny,Suburban,Reflection
96,4,Rainy,Urban,Public Interaction
75,8,Sunny,Rural,Meditation
109,13,Sunny,Rural,Reflection
101,12,Sunny,Rural,Reflection
90,7,Cloudy,Rural,Meditation
58,5,Sunny,Suburban,Meditation
56,8,Cloudy,Suburban,Meditation
92,13,Sunny,Suburban,Reflection
94,13,Rainy,Suburban,Walk
104,9,Sunny,Urban,Public Interaction
91,8,Sunny,Urban,Public Interaction
86,9,Sunny,Rural,Meditation
68,13,Cloudy,Urban,Public Interaction
62,9,Sunny,Urban,Public Interaction
109,10,Rainy,Rural,Walk
52,11,Rainy,Suburban,Walk
52,6,Cloudy,Suburban,Meditation
78,13,Cloudy,Urban,Public Interaction
71,12,Rainy,Urban,Public Interaction
68,11,Cloudy,Urban,Public Interaction
53,6,Sunny,Suburban,Meditation
78,4,Snowy,Rural,Meditation
62,8,Cloudy,Urban,Public Interaction
107,5,Rainy,Rural,Walk
109,6,Sunny,Urban,Public Interaction
56,5,Sunny,Suburban,Meditation
71,8,Cloudy,Suburban,Meditation
59,6,Sunny,Suburban,Meditation
90,10,Sunny,Suburban,Meditation
69,9,Sunny,Urban,Public Interaction
51,12,Cloudy,Urban,Public Interaction
103,12,Sunny,Urban,Public Interaction
96,5,Cloudy,Urban,Public Interaction
89,8,Snowy,Rural,Meditation
73,7,Rainy,Urban,Public Interaction
79,13,Rainy,Suburban,Walk
100,10,Cloudy,Rural,Meditation
80,10,Rainy,Urban,Public Interaction
100,7,Cloudy,Urban,Public Interaction
97,9,Rainy,Rural,Walk
104,13,Sunny,Urban,Public Interaction
71,6,Cloudy,Suburban,Meditation
73,11,Sunny,Urban,Public Interaction
62,4,Sunny,Rural,Meditation
77,8,Sunny,Urban,Public Interaction
50,11,Sunny,Suburban,Meditation
102,10,Sunny,Rural,Meditation
60,13,Cloudy,Urban,Public Interaction
93,10,Cloudy,Urban,Public Interaction
98,8,Rainy,Urban,Public Interaction
76,8,Cloudy,Urban,Public Interaction
99,11,Sunny,Rural,Reflection
67,8,Snowy,Suburban,Meditation
51,13,Rainy,Rural,Walk
72,6,Cloudy,Rural,Meditation
81,6,Cloudy,Urban,Public Interaction
70,12,Cloudy,Rural,Meditation
108,10,Snowy,Suburban,Meditation
92,5,Sunny,Urban,Public Interaction
75,4,Snowy,Rural,Meditation
73,11,Cloudy,Urban,Public Interaction
69,6,Rainy,Urban,Public Interaction
108,8,Snowy,Urban,Public Interaction
107,9,Sunny,Urban,Public Interaction
105,6,Snowy,Suburban,Meditation
109,11,Sunny,Rural,Reflection
51,4,Sunny,Urban,Public Interaction
92,5,Sunny,Urban,Public Interaction
71,7,Cloudy,Rural,Meditation
81,5,Sunny,Rural,Meditation
71,5,Cloudy,Urban,Public Interaction
79,13,Rainy,Rural,Walk
65,9,Cloudy,Urban,Public Interaction
67,11,Sunny,Suburban,Meditation
100,9,Rainy,Urban,Public Interaction
73,5,Sunny,Suburban,Meditation
95,12,Sunny,Rural,Reflection
81,9,Cloudy,Rural,Meditation
76,6,Snowy,Suburban,Meditation
105,13,Sunny,Suburban,Reflection
73,13,Rainy,Urban,Public Interaction
108,8,Snowy,Suburban,Meditation
80,4,Cloudy,Rural,Meditation
59,11,Sunny,Suburban,Meditation
63,13,Rainy,Urban,Public Interaction
99,6,Cloudy,Urban,Public Interaction
70,12,Sunny,Urban,Public Interaction
88,5,Cloudy,Suburban,Meditation
67,5,Sunny,Urban,Public Interaction
93,8,Sunny,Suburban,Meditation
82,11,Sunny,Urban,Public Interaction
92,13,Sunny,Rural,Reflection
104,10,Cloudy,Rural,Meditation
102,9,Sunny,Urban,Public Interaction
66,9,Rainy,Suburban,Walk
55,11,Cloudy,Rural,Meditation
78,12,Sunny,Suburban,Meditation
58,5,Sunny,Suburban,Meditation
103,6,Cloudy,Suburban,Meditation
89,7,Cloudy,Suburban,Meditation
78,6,Sunny,Rural,Meditation
91,8,Cloudy,Urban,Public Interaction
62,9,Rainy,Suburban,Walk
55,8,Snowy,Rural,Meditation
109,9,Sunny,Rural,Meditation
71,12,Sunny,Urban,Public Interaction
107,11,Sunny,Urban,Public Interaction
55,9,Rainy,Rural,Walk
80,9,Sunny,Suburban,Meditation
98,12,Sunny,Rural,Reflection
70,10,Rainy,Urban,Public Interaction
81,6,Sunny,Urban,Public Interaction
74,7,Cloudy,Urban,Public Interaction
84,7,Rainy,Rural,Walk
73,12,Sunny,Rural,Meditation
90,6,Snowy,Rural,Meditation
101,5,Cloudy,Urban,Public Interaction
89,11,Sunny,Urban,Public Interaction
71,9,Sunny,Rural,Meditation
73,6,Sunny,Urban,Public Interaction
94,12,Sunny,Rural,Reflection
92,9,Rainy,Suburban,Walk
56,6,Sunny,Rural,Meditation
58,6,Sunny,Suburban,Meditation
105,6,Sunny,Rural,Meditation
86,11,Rainy,Suburban,Walk
102,8,Rainy,Rural,Walk
54,12,Sunny,Suburban,Meditation
50,4,Sunny,Suburban,Meditation
59,13,Sunny,Suburban,Meditation
87,7,Cloudy,Urban,Public Interaction
66,11,Sunny,Suburban,Meditation
56,5,Cloudy,Suburban,Meditation
98,10,Sunny,Urban,Public Interaction
84,6,Sunny,Urban,Public Interaction
87,12,Rainy,Urban,Public Interaction
82,4,Sunny,Suburban,Meditation
79,12,Sunny,Suburban,Meditation
88,13,Snowy,Urban,Public Interaction
108,10,Cloudy,Rural,Meditation
63,4,Rainy,Urban,Public Interaction
54,11,Rainy,Suburban,Walk
77,9,Rainy,Rural,Walk
83,13,Rainy,Rural,Walk
92,12,Snowy,Suburban,Reflection
104,10,Sunny,Rural,Meditation
90,9,Cloudy,Rural,Meditation
72,10,Sunny,Suburban,Meditation
78,9,Rainy,Urban,Public Interaction
81,8,Snowy,Suburban,Meditation
85,11,Snowy,Urban,Public Interaction
65,6,Sunny,Rural,Meditation
95,12,Sunny,Suburban,Reflection
66,6,Rainy,Suburban,Walk
75,6,Snowy,Urban,Public Interaction
109,4,Sunny,Suburban,Meditation
88,6,Rainy,Urban,Public Interaction
68,9,Snowy,Urban,Public Interaction
65,10,Cloudy,Urban,Public Interaction
62,5,Cloudy,Rural,Meditation
82,5,Rainy,Rural,Walk
95,7,Sunny,Rural,Meditation
63,12,Sunny,Suburban,Meditation
77,13,Sunny,Urban,Public Interaction
92,9,Sunny,Rural,Meditation
66,6,Rainy,Urban,Public Interaction
95,13,Cloudy,Rural,Reflection
72,8,Sunny,Rural,Meditation
50,12,Sunny,Suburban,Meditation
89,7,Sunny,Urban,Public Interaction
59,9,Rainy,Suburban,Walk
80,9,Cloudy,Rural,Meditation
60,5,Cloudy,Rural,Meditation
96,8,Sunny,Rural,Meditation
95,6,Sunny,Urban,Public Interaction
58,10,Snowy,Rural,Meditation
100,5,Sunny,Rural,Meditation
73,4,Sunny,Suburban,Meditation
99,13,Cloudy,Suburban,Reflection
53,10,Sunny,Suburban,Meditation
103,7,Sunny,Suburban,Meditation
54,6,Rainy,Urban,Public Interaction
83,7,Sunny,Urban,Public Interaction
78,6,Sunny,Suburban,Meditation
97,9,Sunny,Suburban,Meditation
88,5,Rainy,Suburban,Walk
90,10,Cloudy,Urban,Public Interaction
106,10,Sunny,Suburban,Meditation
65,13,Sunny,Rural,Meditation
95,5,Sunny,Suburban,Meditation
77,9,Rainy,Suburban,Walk
66,10,Cloudy,Rural,Meditation
97,4,Snowy,Urban,Public Interaction
107,12,Sunny,Suburban,Reflection
66,4,Rainy,Rural,Walk
86,6,Sunny,Rural,Meditation
74,13,Rainy,Rural,Walk
80,9,Snowy,Rural,Meditation
78,11,Rainy,Rural,Walk
65,9,Cloudy,Suburban,Meditation
50,13,Cloudy,Suburban,Meditation
76,13,Sunny,Rural,Meditation
63,7,Sunny,Suburban,Meditation
96,13,Snowy,Rural,Reflection
102,5,Sunny,Suburban,Meditation
61,13,Sunny,Suburban,Meditation
91,4,Sunny,Suburban,Meditation
83,13,Rainy,Rural,Walk
56,12,Rainy,Rural,Walk
75,10,Sunny,Urban,Public Interaction
91,6,Cloudy,Rural,Meditation
93,7,Rainy,Suburban,Walk
84,8,Sunny,Suburban,Meditation
108,4,Sunny,Rural,Meditation
95,11,Sunny,Suburban,Reflection
90,6,Rainy,Suburban,Walk
89,4,Rainy,Urban,Public Interaction
92,9,Rainy,Suburban,Walk
103,11,Cloudy,Rural,Reflection
78,13,Sunny,Suburban,Meditation
94,9,Sunny,Urban,Public Interaction
71,5,Cloudy,Urban,Public Interaction
109,4,Rainy,Suburban,Walk
106,5,Sunny,Rural,Meditation
101,4,Sunny,Urban,Public Interaction
92,11,Snowy,Urban,Public Interaction
72,12,Cloudy,Suburban,Meditation
82,11,Snowy,Suburban,Meditation
71,12,Rainy,Suburban,Walk
79,4,Sunny,Urban,Public Interaction
109,9,Cloudy,Rural,Meditation
81,4,Sunny,Suburban,Meditation
88,13,Sunny,Suburban,Meditation
55,7,Sunny,Urban,Public Interaction
56,10,Cloudy,Rural,Meditation
97,6,Cloudy,Urban,Public Interaction
55,9,Sunny,Urban,Public Interaction
61,13,Rainy,Urban,Public Interaction
102,4,Sunny,Suburban,Meditation
74,6,Rainy,Rural,Walk
108,8,Cloudy,Rural,Meditation
106,5,Cloudy,Rural,Meditation
55,10,Snowy,Suburban,Meditation
91,11,Cloudy,Rural,Reflection
104,8,Cloudy,Urban,Public Interaction
62,10,Sunny,Rural,Meditation
67,6,Rainy,Urban,Public Interaction
55,6,Sunny,Rural,Meditation
88,11,Sunny,Urban,Public Interaction
56,12,Sunny,Urban,Public Interaction
58,8,Cloudy,Suburban,Meditation
88,10,Rainy,Suburban,Walk
90,10,Cloudy,Suburban,Meditation
92,4,Rainy,Rural,Walk
102,5,Sunny,Urban,Public Interaction
53,4,Sunny,Urban,Public Interaction
67,7,Snowy,Urban,Public Interaction
68,10,Snowy,Suburban,Meditation
87,10,Sunny,Suburban,Meditation
82,10,Sunny,Rural,Meditation
86,6,Sunny,Urban,Public Interaction
88,12,Sunny,Rural,Meditation
58,11,Rainy,Rural,Walk
70,11,Sunny,Suburban,Meditation
103,11,Sunny,Suburban,Reflection
106,11,Sunny,Suburban,Reflection
81,4,Cloudy,Suburban,Meditation
63,12,Snowy,Urban,Public Interaction
94,11,Sunny,Urban,Public Interaction
57,8,Sunny,Urban,Public Interaction
70,13,Cloudy,Urban,Public Interaction
78,7,Sunny,Rural,Meditation
57,13,Cloudy,Urban,Public Interaction
97,6,Sunny,Suburban,Meditation
92,8,Sunny,Urban,Public Interaction
107,10,Sunny,Urban,Public Interaction
64,5,Cloudy,Urban,Public Interaction
90,10,Snowy,Suburban,Meditation
65,8,Sunny,Suburban,Meditation
69,4,Sunny,Suburban,Meditation
109,9,Cloudy,Rural,Meditation
97,5,Sunny,Suburban,Meditation
93,12,Sunny,Suburban,Reflection
95,9,Cloudy,Urban,Public Interaction
86,13,Sunny,Urban,Public Interaction
73,8,Sunny,Rural,Meditation
82,7,Snowy,Rural,Meditation
51,6,Rainy,Suburban,Walk
73,8,Rainy,Rural,Walk
71,5,Sunny,Suburban,Meditation
96,7,Sunny,Urban,Public Interaction
91,11,Sunny,Urban,Public Interaction
